Country Name,Country Code,Series Name,Series Code,2023 [YR2023]
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,62981355
Euro area,EMU,"Population ages 80 and above, female",SP.POP.80UP.FE,14268786
Euro area,EMU,"Population ages 80 and above, male",SP.POP.80UP.MA,8763027
Euro area,EMU,"Population, total",SP.POP.TOTL,344171314
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,168342975
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,175828337
Europe & Central Asia,ECS,"Population ages 80 and above, female",SP.POP.80UP.FE,27343693
Europe & Central Asia,ECS,"Population ages 80 and above, male",SP.POP.80UP.MA,14743207
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,921123295
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,447118848
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,474004448
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, female",SP.POP.80UP.FE,7704376
Europe & Central Asia (excluding high income),ECA,"Population ages 80 and above, male",SP.POP.80UP.MA,2732874
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,400011439
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,191823051
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,208188388
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, female",SP.POP.80UP.FE,9371624
Europe & Central Asia (IDA & IBRD countries),TEC,"Population ages 80 and above, male",SP.POP.80UP.MA,3513557
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,458445812
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, male",SP.POP.TOTL.MA.IN,220137434
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female",SP.POP.TOTL.FE.IN,238308378
European Union,EUU,"Population ages 80 and above, female",SP.POP.80UP.FE,17293501
European Union,EUU,"Population ages 80 and above, male",SP.POP.80UP.MA,10325276
European Union,EUU,"Population, total",SP.POP.TOTL,445602445
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,217833613
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,227768829
Faroe Islands,FRO,"Population ages 80 and above, female",SP.POP.80UP.FE,1347
Faroe Islands,FRO,"Population ages 80 and above, male",SP.POP.80UP.MA,1022
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,53270
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,27570
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,25700
Fiji,FJI,"Population ages 80 and above, female",SP.POP.80UP.FE,4270
Fiji,FJI,"Population ages 80 and above, male",SP.POP.80UP.MA,2222
Fiji,FJI,"Population, total",SP.POP.TOTL,936375
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,469490
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,466885
Finland,FIN,"Population ages 80 and above, female",SP.POP.80UP.FE,209602
Finland,FIN,"Population ages 80 and above, male",SP.POP.80UP.MA,125496
Finland,FIN,"Population, total",SP.POP.TOTL,5558637
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2747281
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2811355
Fragile and conflict affected situations,FCS,"Population ages 80 and above, female",SP.POP.80UP.FE,3947294
Fragile and conflict affected situations,FCS,"Population ages 80 and above, male",SP.POP.80UP.MA,2067654
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,1045121612
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,521523953
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,523597656
France,FRA,"Population ages 80 and above, female",SP.POP.80UP.FE,2718491
France,FRA,"Population ages 80 and above, male",SP.POP.80UP.MA,1585113
France,FRA,"Population, total",SP.POP.TOTL,68095424
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,32891759
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,35203665
French Polynesia,PYF,"Population ages 80 and above, female",SP.POP.80UP.FE,3540
French Polynesia,PYF,"Population ages 80 and above, male",SP.POP.80UP.MA,2663
French Polynesia,PYF,"Population, total",SP.POP.TOTL,308872
French Polynesia,PYF,"Population, male",SP.POP.TOTL.MA.IN,156041
French Polynesia,PYF,"Population, female",SP.POP.TOTL.FE.IN,152831
Gabon,GAB,"Population ages 80 and above, female",SP.POP.80UP.FE,8046
Gabon,GAB,"Population ages 80 and above, male",SP.POP.80UP.MA,6426
Gabon,GAB,"Population, total",SP.POP.TOTL,2436566
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,1238576
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,1197990
"Gambia, The",GMB,"Population ages 80 and above, female",SP.POP.80UP.FE,5339
"Gambia, The",GMB,"Population ages 80 and above, male",SP.POP.80UP.MA,4024
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2773168
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,1380095
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,1393072
Georgia,GEO,"Population ages 80 and above, female",SP.POP.80UP.FE,88305
Georgia,GEO,"Population ages 80 and above, male",SP.POP.80UP.MA,28378
Georgia,GEO,"Population, total",SP.POP.TOTL,3698729
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1738239
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1960490
Germany,DEU,"Population ages 80 and above, female",SP.POP.80UP.FE,3873599
Germany,DEU,"Population ages 80 and above, male",SP.POP.80UP.MA,2450178
Germany,DEU,"Population, total",SP.POP.TOTL,83699288
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,41309094
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,42390194
Ghana,GHA,"Population ages 80 and above, female",SP.POP.80UP.FE,91825
Ghana,GHA,"Population ages 80 and above, male",SP.POP.80UP.MA,61948
Ghana,GHA,"Population, total",SP.POP.TOTL,34121985
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,17016528
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,17105458
Gibraltar,GIB,"Population ages 80 and above, female",SP.POP.80UP.FE,1090
Gibraltar,GIB,"Population ages 80 and above, male",SP.POP.80UP.MA,727
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32688
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,16334
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,16355
Greece,GRC,"Population ages 80 and above, female",SP.POP.80UP.FE,397730
Greece,GRC,"Population ages 80 and above, male",SP.POP.80UP.MA,315973
Greece,GRC,"Population, total",SP.POP.TOTL,10384471
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,5075251
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,5309220
Greenland,GRL,"Population ages 80 and above, female",SP.POP.80UP.FE,..
Greenland,GRL,"Population ages 80 and above, male",SP.POP.80UP.MA,..
Greenland,GRL,"Population, total",SP.POP.TOTL,..
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,..
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,..
Grenada,GRD,"Population ages 80 and above, female",SP.POP.80UP.FE,1953
Grenada,GRD,"Population ages 80 and above, male",SP.POP.80UP.MA,1104
Grenada,GRD,"Population, total",SP.POP.TOTL,126183
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,63041
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,63142
Guam,GUM,"Population ages 80 and above, female",SP.POP.80UP.FE,2664
Guam,GUM,"Population ages 80 and above, male",SP.POP.80UP.MA,1664
Guam,GUM,"Population, total",SP.POP.TOTL,172952
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,86992
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,85960
Guatemala,GTM,"Population ages 80 and above, female",SP.POP.80UP.FE,99260
Guatemala,GTM,"Population ages 80 and above, male",SP.POP.80UP.MA,71231
Guatemala,GTM,"Population, total",SP.POP.TOTL,17601416
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,8709497
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,8891919
Guinea,GIN,"Population ages 80 and above, female",SP.POP.80UP.FE,39856
Guinea,GIN,"Population ages 80 and above, male",SP.POP.80UP.MA,25480
Guinea,GIN,"Population, total",SP.POP.TOTL,14190612
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,7023590
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,7167023
Guinea-Bissau,GNB,"Population ages 80 and above, female",SP.POP.80UP.FE,3732
Guinea-Bissau,GNB,"Population ages 80 and above, male",SP.POP.80UP.MA,2675
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2150842
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,1062741
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,1088101
Guyana,GUY,"Population ages 80 and above, female",SP.POP.80UP.FE,5079
Guyana,GUY,"Population ages 80 and above, male",SP.POP.80UP.MA,2983
Guyana,GUY,"Population, total",SP.POP.TOTL,813834
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,398825
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,415010
Haiti,HTI,"Population ages 80 and above, female",SP.POP.80UP.FE,40697
Haiti,HTI,"Population ages 80 and above, male",SP.POP.80UP.MA,23919
Haiti,HTI,"Population, total",SP.POP.TOTL,11724763
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,5805698
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,5919066
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, female",SP.POP.80UP.FE,1903128
Heavily indebted poor countries (HIPC),HPC,"Population ages 80 and above, male",SP.POP.80UP.MA,1239433
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,907995430
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,452626654
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,455368781
High income,HIC,"Population ages 80 and above, female",SP.POP.80UP.FE,41426027
High income,HIC,"Population ages 80 and above, male",SP.POP.80UP.MA,25965586
High income,HIC,"Population, total",SP.POP.TOTL,1245416528
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,619514621
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,625901910
Honduras,HND,"Population ages 80 and above, female",SP.POP.80UP.FE,35161
Honduras,HND,"Population ages 80 and above, male",SP.POP.80UP.MA,21258
Honduras,HND,"Population, total",SP.POP.TOTL,10593798
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,5347368
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,5246431
"Hong Kong SAR, China",HKG,"Population ages 80 and above, female",SP.POP.80UP.FE,231617
"Hong Kong SAR, China",HKG,"Population ages 80 and above, male",SP.POP.80UP.MA,167814
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7350409
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3381933
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,3968475
Hungary,HUN,"Population ages 80 and above, female",SP.POP.80UP.FE,297432
Hungary,HUN,"Population ages 80 and above, male",SP.POP.80UP.MA,129536
Hungary,HUN,"Population, total",SP.POP.TOTL,9457003
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4546630
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,4910373
IBRD only,IBD,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IBRD only,IBD,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IBRD only,IBD,"Population, total",SP.POP.TOTL,..
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,..
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,..
Iceland,ISL,"Population ages 80 and above, female",SP.POP.80UP.FE,7852
Iceland,ISL,"Population ages 80 and above, male",SP.POP.80UP.MA,5992
Iceland,ISL,"Population, total",SP.POP.TOTL,384407
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,197033
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,187375
IDA & IBRD total,IBT,"Population ages 80 and above, female",SP.POP.80UP.FE,59210980
IDA & IBRD total,IBT,"Population ages 80 and above, male",SP.POP.80UP.MA,35497495
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6821827938
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,3433464061
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,3388363879
IDA blend,IDB,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA blend,IDB,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA blend,IDB,"Population, total",SP.POP.TOTL,..
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,..
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,..
IDA only,IDX,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA only,IDX,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA only,IDX,"Population, total",SP.POP.TOTL,..
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,..
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,..
IDA total,IDA,"Population ages 80 and above, female",SP.POP.80UP.FE,..
IDA total,IDA,"Population ages 80 and above, male",SP.POP.80UP.MA,..
IDA total,IDA,"Population, total",SP.POP.TOTL,..
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,..
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,..
India,IND,"Population ages 80 and above, female",SP.POP.80UP.FE,8656030
India,IND,"Population ages 80 and above, male",SP.POP.80UP.MA,6391993
India,IND,"Population, total",SP.POP.TOTL,1428627663
India,IND,"Population, male",SP.POP.TOTL.MA.IN,736851532
India,IND,"Population, female",SP.POP.TOTL.FE.IN,691776131
Indonesia,IDN,"Population ages 80 and above, female",SP.POP.80UP.FE,1790554
Indonesia,IDN,"Population ages 80 and above, male",SP.POP.80UP.MA,988554
Indonesia,IDN,"Population, total",SP.POP.TOTL,277534122
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,139707831
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,137826291
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, female",SP.POP.80UP.FE,624100
"Iran, Islamic Rep.",IRN,"Population ages 80 and above, male",SP.POP.80UP.MA,374973
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,89172767
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,45002394
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,44170373
Iraq,IRQ,"Population ages 80 and above, female",SP.POP.80UP.FE,127000
Iraq,IRQ,"Population ages 80 and above, male",SP.POP.80UP.MA,66339
Iraq,IRQ,"Population, total",SP.POP.TOTL,45504560
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,22806498
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,22698062
Ireland,IRL,"Population ages 80 and above, female",SP.POP.80UP.FE,106355
Ireland,IRL,"Population ages 80 and above, male",SP.POP.80UP.MA,78074
Ireland,IRL,"Population, total",SP.POP.TOTL,5160824
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2558174
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2602649
Isle of Man,IMN,"Population ages 80 and above, female",SP.POP.80UP.FE,2977
Isle of Man,IMN,"Population ages 80 and above, male",SP.POP.80UP.MA,2161
Isle of Man,IMN,"Population, total",SP.POP.TOTL,84710
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,41947
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,42763
Israel,ISR,"Population ages 80 and above, female",SP.POP.80UP.FE,170405
Israel,ISR,"Population ages 80 and above, male",SP.POP.80UP.MA,115099
Israel,ISR,"Population, total",SP.POP.TOTL,9700276
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4840666
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4859609
Italy,ITA,"Population ages 80 and above, female",SP.POP.80UP.FE,2844652
Italy,ITA,"Population ages 80 and above, male",SP.POP.80UP.MA,1774274
Italy,ITA,"Population, total",SP.POP.TOTL,58745744
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,28663855
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,30081890
Jamaica,JAM,"Population ages 80 and above, female",SP.POP.80UP.FE,17648
Jamaica,JAM,"Population ages 80 and above, male",SP.POP.80UP.MA,13191
Jamaica,JAM,"Population, total",SP.POP.TOTL,2825544
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1401001
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1424543
Japan,JPN,"Population ages 80 and above, female",SP.POP.80UP.FE,8449647
Japan,JPN,"Population ages 80 and above, male",SP.POP.80UP.MA,5006040
Japan,JPN,"Population, total",SP.POP.TOTL,124389416
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,60445783
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,63943633
Jordan,JOR,"Population ages 80 and above, female",SP.POP.80UP.FE,37621
Jordan,JOR,"Population ages 80 and above, male",SP.POP.80UP.MA,24846
Jordan,JOR,"Population, total",SP.POP.TOTL,11337052
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,5868983
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,5468070
Kazakhstan,KAZ,"Population ages 80 and above, female",SP.POP.80UP.FE,178148
Kazakhstan,KAZ,"Population ages 80 and above, male",SP.POP.80UP.MA,61674
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,19841426
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,9557294
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,10284133
Kenya,KEN,"Population ages 80 and above, female",SP.POP.80UP.FE,186090
Kenya,KEN,"Population ages 80 and above, male",SP.POP.80UP.MA,90905
Kenya,KEN,"Population, total",SP.POP.TOTL,55100586
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,27304201
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,27796386
Kiribati,KIR,"Population ages 80 and above, female",SP.POP.80UP.FE,360
Kiribati,KIR,"Population ages 80 and above, male",SP.POP.80UP.MA,156
Kiribati,KIR,"Population, total",SP.POP.TOTL,133515
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,65144
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,68371
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, female",SP.POP.80UP.FE,471675
"Korea, Dem. People's Rep.",PRK,"Population ages 80 and above, male",SP.POP.80UP.MA,196956
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,26160821
"Korea, Dem. People's Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,12960706
"Korea, Dem. People's Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,13200116
"Korea, Rep.",KOR,"Population ages 80 and above, female",SP.POP.80UP.FE,1565640
"Korea, Rep.",KOR,"Population ages 80 and above, male",SP.POP.80UP.MA,791617
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51559476
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,25727688
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,25831788
Kosovo,XKX,"Population ages 80 and above, female",SP.POP.80UP.FE,23968
Kosovo,XKX,"Population ages 80 and above, male",SP.POP.80UP.MA,15205
Kosovo,XKX,"Population, total",SP.POP.TOTL,1766104
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,880209
Kosovo,XKX,"Population, female",SP.POP.TOTL.FE.IN,885896
Kuwait,KWT,"Population ages 80 and above, female",SP.POP.80UP.FE,10317
Kuwait,KWT,"Population ages 80 and above, male",SP.POP.80UP.MA,12454
Kuwait,KWT,"Population, total",SP.POP.TOTL,4310108
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,2616300
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,1693808
Kyrgyz Republic,KGZ,"Population ages 80 and above, female",SP.POP.80UP.FE,29670
Kyrgyz Republic,KGZ,"Population ages 80 and above, male",SP.POP.80UP.MA,13568
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,7085921
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,3478583
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,3607338
Lao PDR,LAO,"Population ages 80 and above, female",SP.POP.80UP.FE,26027
Lao PDR,LAO,"Population ages 80 and above, male",SP.POP.80UP.MA,18310
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7633779
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3846648
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,3787131
Late-demographic dividend,LTE,"Population ages 80 and above, female",SP.POP.80UP.FE,35678481
Late-demographic dividend,LTE,"Population ages 80 and above, male",SP.POP.80UP.MA,20401766
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2326847004
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,1169429297
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,1157417711
Latin America & Caribbean,LCN,"Population ages 80 and above, female",SP.POP.80UP.FE,7388313
Latin America & Caribbean,LCN,"Population ages 80 and above, male",SP.POP.80UP.MA,4522694
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,663972136
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,326888441
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,337083696
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, female",SP.POP.80UP.FE,6429634
Latin America & Caribbean (excluding high income),LAC,"Population ages 80 and above, male",SP.POP.80UP.MA,3960090
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,600689332
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,295677657
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,305011678
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, female",SP.POP.80UP.FE,6991861
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population ages 80 and above, male",SP.POP.80UP.MA,4252124
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,648344991
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, male",SP.POP.TOTL.MA.IN,319238861
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, female",SP.POP.TOTL.FE.IN,329106133
Latvia,LVA,"Population ages 80 and above, female",SP.POP.80UP.FE,91080
Latvia,LVA,"Population ages 80 and above, male",SP.POP.80UP.MA,31155
Latvia,LVA,"Population, total",SP.POP.TOTL,1858606
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,862953
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,995653
Least developed countries: UN classification,LDC,"Population ages 80 and above, female",SP.POP.80UP.FE,3187436
Least developed countries: UN classification,LDC,"Population ages 80 and above, male",SP.POP.80UP.MA,2144971
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1151134198
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,572443790
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,578690408
Lebanon,LBN,"Population ages 80 and above, female",SP.POP.80UP.FE,67545
Lebanon,LBN,"Population ages 80 and above, male",SP.POP.80UP.MA,33419
Lebanon,LBN,"Population, total",SP.POP.TOTL,5353930
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,2594952
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,2758977
Lesotho,LSO,"Population ages 80 and above, female",SP.POP.80UP.FE,10544
Lesotho,LSO,"Population ages 80 and above, male",SP.POP.80UP.MA,4854
Lesotho,LSO,"Population, total",SP.POP.TOTL,2330318
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,1149224
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1181093
Liberia,LBR,"Population ages 80 and above, female",SP.POP.80UP.FE,13332
Liberia,LBR,"Population ages 80 and above, male",SP.POP.80UP.MA,9931
Liberia,LBR,"Population, total",SP.POP.TOTL,5418377
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,2699486
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,2718890
Libya,LBY,"Population ages 80 and above, female",SP.POP.80UP.FE,34745
Libya,LBY,"Population ages 80 and above, male",SP.POP.80UP.MA,25437
Libya,LBY,"Population, total",SP.POP.TOTL,6888388
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,3483751
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,3404637
Liechtenstein,LIE,"Population ages 80 and above, female",SP.POP.80UP.FE,1119
Liechtenstein,LIE,"Population ages 80 and above, male",SP.POP.80UP.MA,746
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,39584
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,19643
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,19942
Lithuania,LTU,"Population ages 80 and above, female",SP.POP.80UP.FE,128227
Lithuania,LTU,"Population ages 80 and above, male",SP.POP.80UP.MA,47114
Lithuania,LTU,"Population, total",SP.POP.TOTL,2803946
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1317354
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1486591
Low & middle income,LMY,"Population ages 80 and above, female",SP.POP.80UP.FE,57468509
Low & middle income,LMY,"Population ages 80 and above, male",SP.POP.80UP.MA,34630824
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6746924578
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,3397054281
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,3349870299
Low income,LIC,"Population ages 80 and above, female",SP.POP.80UP.FE,1858345
Low income,LIC,"Population ages 80 and above, male",SP.POP.80UP.MA,1090178
Low income,LIC,"Population, total",SP.POP.TOTL,722984063
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,360901606
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,362082454
Lower middle income,LMC,"Population ages 80 and above, female",SP.POP.80UP.FE,17696590
Lower middle income,LMC,"Population ages 80 and above, male",SP.POP.80UP.MA,11455721
Lower middle income,LMC,"Population, total",SP.POP.TOTL,3232011333
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,1637444193
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,1594567143
Luxembourg,LUX,"Population ages 80 and above, female",SP.POP.80UP.FE,16542
Luxembourg,LUX,"Population ages 80 and above, male",SP.POP.80UP.MA,10392
Luxembourg,LUX,"Population, total",SP.POP.TOTL,659904
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,332142
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,327762
"Macao SAR, China",MAC,"Population ages 80 and above, female",SP.POP.80UP.FE,11259
"Macao SAR, China",MAC,"Population ages 80 and above, male",SP.POP.80UP.MA,7675
